arch,hyperparams,total params,train loss,valid loss,accuracy,time
LSTM_FCNPlus,{},388868,0.003912319894880056,0.17533352971076965,0.9736180901527405,17
LSTM_FCN,{},388868,0.0037505265790969133,0.26453426480293274,0.9698492288589478,19
