arch,hyperparams,mae,recall,Run time
XCM_LSTM,{},4.1866666666666665,0.98,62
LSTM_XCM,{},3.381666666666667,0.9633333333333334,53
LSTM_2dCNN,{},10.198333333333334,0.8366666666666667,49
