arch,hyperparams,total params,train loss,valid loss,accuracy,time
LSTM_2dCNN,{},148654,0.006383446976542473,0.16206148266792297,0.9811557531356812,12
LSTM_XCM,{},255290,0.002600765088573098,0.19684551656246185,0.9736180901527405,14
