arch,hyperparams,total params,train loss,valid loss,accuracy,time
LSTM_FCNPlus,{},388868,0.01942148432135582,0.09247184544801712,0.9723618030548096,7
LSTM_FCN,{},388868,0.006395314354449511,0.1581611931324005,0.963567852973938,8
